DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
SANTOS;SANTOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;11757;LUIZA MACUCO DONA;3;12
SAO CARLOS;IBATE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;579427;PROF. DR. SEGUNDO CARLOS LOPES;1;1
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;579439;PROFESSOR JOÃO BATISTA GASPARIN;1;1
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;916183;PERICLES SOARES;1;1
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;20412;ALMEIDA VERGUEIRO DR;1;2
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19012;JUSTINO GOMES DE CASTRO MAESTRO;3;16
SAO JOAO DA BOA VISTA;TAMBAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18983;ANTONIO DIAS PASCHOAL PROFESSOR;1;4
SAO JOAQUIM DA BARRA;ITUVERAVA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;23383;ANTONIO JUSTINO FALLEIROS CAPITAO;1;3
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;24636;PAULINO CARLOS CORONEL;2;2
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;24636;PAULINO CARLOS CORONEL;2;2
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;916183;PERICLES SOARES;2;3
SAO JOAO DA BOA VISTA;AGUAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;20527;GERALDO LOURENCO PADRE;1;1
SAO JOAO DA BOA VISTA;AGUAS DA PRATA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;20448;TIMOTHEO SILVA PROFESSOR;1;1
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;20345;JUCA LOUREIRO PROFESSOR;1;2
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;20680;ANESIA MARTINS MATTOS PROFESSORA;1;5
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;20709;DOMINGOS THEODORO DE OLIVEIRA AZEVEDO;1;3
SAO JOAQUIM DA BARRA;SALES OLIVEIRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24648;GETULIO LIMA CAPITAO;3;17
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;908150;WALDEMIRO NAFFAH DOUTOR;1;2
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;20540;JOSUE SILVEIRA DE MATTOS PADRE;1;1
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900473;LAUDELINA DE OLIVEIRA POURRAT PROFESSORA;2;11
SAO JOAO DA BOA VISTA;CACONDE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19318;FERNANDO MAGALHAES PROFESSOR;3;6
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;19070;HILDA SILVA PROFESSORA;1;1
SAO JOAO DA BOA VISTA;TAPIRATIBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18946;MOYSES HORTA DE MACEDO PROFESSOR;3;12
SAO JOAQUIM DA BARRA;ORLANDIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24740;OSWALDO RIBEIRO JUNQUEIRA;1;1
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;19161;BARAO DE MONTE SANTO;2;8
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19161;BARAO DE MONTE SANTO;1;7
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900461;ISAURA TEIXEIRA VASCONCELLOS PROFESSORA;1;5
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19100;JOAO GABRIEL RIBEIRO DOUTOR;2;9
PIRASSUNUNGA;LEME;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;21337;QUEIROZ FILHO PROFESSOR;1;2
PIRASSUNUNGA;LEME;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;916024;ALTIMIRA PINKE PROFESSORA;3;18
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;907923;LUDGERO BRAGA PROFESSOR;1;3
SAO CARLOS;SAO CARLOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;921981;BENTO DA SILVA CESAR PROFESSOR;4;31
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;20709;DOMINGOS THEODORO DE OLIVEIRA AZEVEDO;2;6
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45913;VIRGILIO MARCONDES DE CASTRO PROFESSOR;2;8
SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;19021;BENJAMIN BASTOS;1;2
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;28733;VICTOR BRITTO BASTOS PROFESSOR;2;9
SAO JOAO DA BOA VISTA;ITOBI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907431;JOSE ZILAH GONCALVES DOS SANTOS PROFESSOR;3;8
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;19070;HILDA SILVA PROFESSORA;1;1
PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;21295;CARLOS GUIMARAES DOUTOR;1;1
PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;21295;CARLOS GUIMARAES DOUTOR;2;4
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41506;ABELARDO CESAR DOUTOR;4;18
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;914174;JOANNA DI FELIPPE PROFESSORA;1;1
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19070;HILDA SILVA PROFESSORA;2;7
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20588;JOAQUIM JOSE CORONEL;2;5
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43047;LEONOR DA SILVA CARRAMONA PROFESSORA;3;19
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13511;EUNICE CORDEIRO DOS SANTOS RODRIGUES PROFESSORA;3;12
SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19082;GENY GOMES DONA;3;11
SAO JOSE DO RIO PRETO;NOVA GRANADA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;917291;ALZIRA SALOMAO PROFESSORA;6;38
SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20710;TEOFILO DE ANDRADE DOUTOR;3;12
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19136;JORGE LUIZ ABICHABKI PROFESSOR;3;14
SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24697;ADOLFO ALFEU FERRERO;3;13
SAO JOSE DO RIO PRETO;NOVA GRANADA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27820;FRANCISCO MARQUES PINTO;2;12
SAO JOAO DA BOA VISTA;TAMBAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19008;DONIZETTI TAVARES DE LIMA PADRE;3;15
SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19021;BENJAMIN BASTOS;2;7
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;28551;NOEMIA BUENO DO VALLE PROFESSORA;2;4
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13572;ANA CANDIDA DE BARROS MOLINA PROFESSORA;1;3
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;908150;WALDEMIRO NAFFAH DOUTOR;6;27
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13559;JORGE BARBOSA MOREIRA PROFESSOR;2;8
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;908149;ALZIRA VALLE ROLEMBERG PROFESSORA;1;1
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13651;SANT ANA DO PARAIBA;3;14
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;13791;MAURICIO ANISSE CURY DOUTOR;1;3
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13791;MAURICIO ANISSE CURY DOUTOR;6;28
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;13791;MAURICIO ANISSE CURY DOUTOR;2;7
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;13948;JOAO CURSINO;2;9
PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24284;NELSON FERNANDES;3;15
PRESIDENTE PRUDENTE;ALFREDO MARCONDES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;31896;FILOMENA SCATENA CHRISTOFANO;2;7
PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;31926;HUGO MIELE PROFESSOR;2;6
PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;NULL;EDUCAÇÃO ESPECIAL - DM;9;31999;JOSE FOZ DOUTOR;1;1
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13596;PEDRO MASCARENHAS DOUTOR;3;13
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;917266;XENOFONTE STRABAO DE CASTRO PROFESSOR;3;9
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;13791;MAURICIO ANISSE CURY DOUTOR;3;14
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;46826;ADELIA CHUCRI NEME;2;7
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;922857;NILCE CONCEICAO DE LIMA PROFESSORA;3;17
SERTAOZINHO;PITANGUEIRAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22494;MARIA FALCONI DE FELICIO;4;8
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;13572;ANA CANDIDA DE BARROS MOLINA PROFESSORA;2;3
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;37837;LOURDES MARIA DE CAMARGO PROFESSORA;2;7
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;47961;IRACEMA RIBEIRO DE FREITAS;1;1
SAO VICENTE;SAO VICENTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;37576;ANTONIO LUIZ BARREIROS;3;21
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;16100;JOSE ODIN DE ARRUDA PROFESSOR;2;2
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;16248;BRIGADEIRO TOBIAS;1;3
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;20357;LEME CARDEAL;1;1
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;20424;BENEDITO NASCIMENTO ROSAS PROFESSOR;1;1
REGISTRO;CAJATI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;34997;FRUTUOSO PEREIRA DE MORAES;3;12
REGISTRO;CAJATI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;49803;LUCÍLIA GROTHE LIBERATO;2;4
SAO JOAO DA BOA VISTA;SANTO ANTONIO DO JARDIM;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;20679;JOSE JUSTINO DE OLIVEIRA;2;3
SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;19021;BENJAMIN BASTOS;1;6
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;902548;RUTH COUTINHO SOBREIRO PROFESSORA;1;2
SAO VICENTE;ITANHAEM;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;11952;SILVIA JORGE POLLASTRINI PROFESSORA;3;18
SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900576;ACHILES RODRIGUES PROFESSOR;2;5
SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;905665;JOSE GILBERTO DE OLIVEIRA SOUZA PROFESSOR;2;4
SAO ROQUE;SAO ROQUE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15891;GERMANO NEGRINI PROFESSOR;2;5
SAO ROQUE;VARGEM GRANDE PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;10406;VALENCIO SOARES RODRIGUES;2;7
SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;24697;ADOLFO ALFEU FERRERO;1;1
SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;24703;GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA;1;5
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;16147;PORTO SEGURO VISCONDE DE;3;9
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;16248;BRIGADEIRO TOBIAS;1;1
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16248;BRIGADEIRO TOBIAS;1;3
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;16275;JOAO SOARES MONSENHOR;1;1
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19159;TARQUINIO COBRA OLYNTHO;2;8
SAO JOAO DA BOA VISTA;TAMBAU;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;18983;ANTONIO DIAS PASCHOAL PROFESSOR;1;2
SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24703;GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA;3;9
SAO VICENTE;PERUIBE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;911331;JARDIM SAO JOAO;3;13
SERTAOZINHO;VIRADOURO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22585;ODULFO DE OLIVEIRA GUIMARAES;1;1
SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24715;MANOEL GOUVEIA DE LIMA;2;9
SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;912098;EDDA CARDOZO DE SOUZA MARCUSSI;4;17
RIBEIRAO PRETO;RIBEIRAO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;903474;JOSE BOMPANI VEREADOR;3;13
SANTO ANASTACIO;PRESIDENTE EPITACIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;911215;JOAQUIM RODRIGUES FILHO PROFESSOR;4;12
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28605;ZULMIRA DA SILVA SALLES PROFESSORA;4;24
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13481;ALCEU MAYNARD ARAUJO PROFESSOR;4;26
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28551;NOEMIA BUENO DO VALLE PROFESSORA;3;17
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;13754;MARIA LUIZA DE GUIMARAES MEDEIROS PROFESSORA;2;12
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;902548;RUTH COUTINHO SOBREIRO PROFESSORA;2;10
SAO ROQUE;VARGEM GRANDE PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;10534;ORLANDO ELLERO PROFESSOR;2;7
SAO VICENTE;PERUIBE;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;12294;FRANCISCO PEREIRA DA ROCHA DOUTOR;1;1
SAO VICENTE;PERUIBE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;911343;VITALINO BERNINI PADRE PROFESSOR;3;19
SAO VICENTE;PRAIA GRANDE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;12051;ABRAHAO JACOB LAFER DOUTOR;1;2
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;16251;ARTHUR CYRILLO FREIRE DOUTOR;1;1
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16275;JOAO SOARES MONSENHOR;1;3
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;16408;ARQUIMINIO MARQUES DA SILVA PROFESSOR;1;2
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;916304;JOAO FERREIRA DOS SANTOS PROFESSOR;2;11
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919755;JOSE FREDERICO MARQUES PROFESSOR;2;8
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;16111;GENESIO MACHADO PROFESSOR;2;10
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;905318;AMELIA CESAR MACHADO DE ARAUJO PROFESSORA;1;2
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16172;FRANCISCO CAMARGO CESAR;1;4
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16385;ENEAS PROENCA DE ARRUDA PROFESSOR;2;8
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919925;DIONYSIO VIEIRA PROFESSOR;2;11
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;919925;DIONYSIO VIEIRA PROFESSOR;1;4
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;16408;ARQUIMINIO MARQUES DA SILVA PROFESSOR;3;13
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;36651;DIOGENES ALMEIDA MARINS PROFESSOR;2;3
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;920228;RAFAEL ORSI FILHO PROFESSOR;1;1
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;920236;ANTONIO VIEIRA CAMPOS;1;1
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;70282;HELIO DEL CISTIA;2;6
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;564953;MARIA HELENA GAZZI BONADIO PROFESSORA;2;9
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;16391;ANTONIO MIGUEL PEREIRA JUNIOR;1;2
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;36648;BALTAZAR FERNANDES;2;6
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900345;ROQUE CONCEICAO MARTINS PROFESSOR;1;1
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;900345;ROQUE CONCEICAO MARTINS PROFESSOR;2;3
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;905306;ISABEL LOPES MONTEIRO PROFESSORA;3;19
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;914605;WILSON RAMOS BRANDAO PROFESSOR;1;2
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;16317;JULIO BIERRENBACH LIMA PROFESSOR;1;2
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;16329;LAURO SANCHEZ PROFESSOR;1;2
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;918593;ANA CECILIA MARTINS PROFESSORA;1;1
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;920228;RAFAEL ORSI FILHO PROFESSOR;2;5
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;39779;MARIA CANDIDA DE BARROS ARAUJO PROFESSORA;2;11
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900370;JULIA RIOS ATHAYDE PROFESSORA;2;8
SANTOS;BERTIOGA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;11605;ARMANDO BELLEGARD PROFESSOR;3;21
